name,type,website,city,state_id,address,latitude,longitude,firstname,lastname,role,email,phone_number,facebook,x,instagram,mondayOpen,mondayClose,tuesdayOpen,tuesdayClose,wednesdayOpen,wednesdayClose,thursdayOpen,thursdayClose,fridayOpen,fridayClose,saturdayOpen,saturdayClose,sundayOpen,sundayClose,zip,merchandise,social_media
Short Fuse Brewing Company,Taproom,www.shortfusebrewing.com,Schiller Park,IL,5000 River Rd,47.1081,-122.625,Nick,Teague,BREWERY_OWNER,info@shortfusebrewing.com,(847) 260-5044,https://www.facebook.com/ShortFuseBrewing/,https://twitter.com/shortfusebeer,https://www.instagram.com/shortfusebeer/,11:00,22:00,11:00,22:00,11:00,22:00,12:00,22:00,11:00,23:00,12:00,22:00,12:00,20:00,60176,true,true
Side Lot Brewery,Brewpub,www.sidelotbrewing.com,Wauconda,IL,110 Slocum Lake Rd,47.6752,-117.426,Phil/Brittany,Castello/Barth-Niggemann,BREWERY_OWNER,info@sidelotbrewing.com,(224) 642-2337,https://www.facebook.com/sidelotbrewery/,https://twitter.com/sidelotbrewery?lang=en,https://www.instagram.com/sidelotbrewery/?hl=en,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,16:00,22:00,16:00,22:00,08:00,22:00,08:00,18:00,60084,false,true
Skeleton Key Brewery,Taproom,www.skeletonkeybrewery.com,Woodridge,IL,8102 Lemont Rd Ste 300,47.48011,-122.206,Emily and Paul/John,Slayton/Szopa,BREWERY_OWNER,info@skeletonkeybrewery.com,(630) 395-9033,https://www.facebook.com/skeletonkeybrewery,https://twitter.com/skeletonkeybrew,https://www.instagram.com/skeletonkeybrewery/,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,16:00,22:00,16:00,23:00,12:00,23:00,12:00,18:00,60517,true,true
Sketchbook Brewing Company - Skokie,Taproom,https://www.sketchbookbrewing.com/skokie-brewery-taproom,Skokie,IL,4901 Main St.,47.33065,-122.145,Cesar/Shawn,Marron/Decker,BREWERY_OWNER,info@sketchbookbrewing.com,(847) 588-0652,https://www.facebook.com/sketchbookbrewing,https://twitter.com/Sketchbookbrew,https://www.instagram.com/sketchbookbrew/,falseInfo,falseInfo,14:00,22:00,14:00,22:00,14:00,22:00,12:00,23:00,12:00,23:00,12:00,20:00,60077,true,true
Slauterhouse LLC,Taproom,https://slauterhousebrewing.com/,Auburn,IL,321 W. Madison St.,47.6783,-122.338,Derek,Less,BREWERY_OWNER,info@slauterhousebrewing.com,,https://www.facebook.com/Slauterhouse-Brewing-Co-108869207421419,,https://instagram.com/slauterhousebrewingco?igshid=70wcgadwvfpd,falseInfo,falseInfo,falseInfo,falseInfo,14:00,21:00,14:00,21:00,12:00,23:00,12:00,23:00,12:00,17:00,62615,false,true
Solemn Oath Brewery,Micro,www.solemfalseathbrewery.com,Naperville,IL,1661 Quincy Ave Ste 179,48.84617,-122.593,John,Barley,BREWERY_OWNER,hello@solemfalseathbrewery.com,(630) 995-3062,https://www.facebook.com/solemfalseathbeer,https://twitter.com/solemfalseathbeer,https://www.instagram.com/solemfalseathbeer/,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,23:00,12:00,23:00,12:00,21:00,60540,true,true
Solemn Oath Brewery Still Life,Taproom,https://www.solemfalseathbrewery.com/,Chicago,IL,2919 W. Armitage,47.5152,-122.353,John,Barley,BREWERY_OWNER,,,https://www.facebook.com/solemfalseathbeer,https://twitter.com/solemfalseathbeer,https://www.instagram.com/solemfalseathbeer,14:00,23:00,14:00,23:00,14:00,23:00,14:00,23:00,12:00,24:00,12:00,24:00,12:00,23:00,60647,true,true
Soundgrowler Brewing Co.,Brewpub,www.soundgrowler.com,Tinley Park,IL,8201 183rd St Ste P,47.80878,-122.387,Christopher,Penning,BREWERY_OWNER,info@soundgrowler.com,(708) 263-0083,https://www.facebook.com/Soundgrowler/,https://twitter.com/soundgrowler,https://www.instagram.com/soundgrowler/,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,23:00,12:00,23:00,12:00,18:00,60487,true,true
Spiteful Brewing,Micro,www.spitefulbrewing.com,Chicago,IL,2024 W Balmoral Ave,48.48582,-122.422,Jason,Klein,BREWERY_OWNER,info@spitefulbrewing.com,(773) 293-6600,https://www.facebook.com/spitefulbrewing,https://twitter.com/SpitefulBrewing,https://www.instagram.com/spitefulbrewing/,15:00,21:00,15:00,21:00,15:00,21:00,15:00,21:00,15:00,23:00,12:00,23:00,12:00,20:00,60625,false,true
Springfield Beer Company,Taproom,https://www.spfldbeercompany.com/,Springfield,IL,3788 Wabash Ave,47.694,-117.401,Ryan,Kunken,BREWERY_OWNER,admin@spfldbeercompany.com,(217) 441-2780,https://www.facebook.com/Springfield-Beer-Company-2152302078358641/,,,falseInfo,falseInfo,17:00,23:00,17:00,23:00,17:00,23:00,12:00,24:00,12:00,24:00,12:00,20:00,62711,true,true
Steam Hollow Brewing Co,Micro,http://steamhollowbrewing.com/,Mantefalse,IL,450 S Spruce St Unit C,47.6567,-117.177,Natalie,White,BREWERY_OWNER,steamhollowbrewing@gmail.com,,https://www.facebook.com/steamhollowbrewing,,https://www.instagram.com/steamhollowbrewing/,falseInfo,falseInfo,15:30,22:00,15:30,22:00,15:30,22:00,15:30,24:00,12:00,24:00,12:00,22:00,60950,true,true
St Nicholas Brewing Co,Brewpub,www.stnicholasbrewco.com,Du Quoin,IL,12 S Oak St,47.55533,-122.326,Abby,Ancell,BREWERY_MANAGER,abbya@stnicholasbrewco.com,(618) 790-9212,https://www.facebook.com/StNickBrewCo,https://twitter.com/StNickBrewCo,https://www.instagram.com/stnickbrewco/,11:00,20:00,11:00,20:00,11:00,21:00,11:00,21:00,11:00,23:00,11:00,23:00,11:00,20:00,62832,true,true
Stockholms Brewpub ,Brewpub,www.stockholmsbrewpub.com,Geneva,IL,306 W State St,47.22765,-122.477,Michael,Olesen,BREWERY_OWNER,rebecca@stockholmsbrewpub.com,(630) 208-7070,https://www.facebook.com/stockholmsbrewpub/,,https://www.instagram.com/stockholmbrewingco/,11:00,22:00,11:00,21:00,11:00,22:00,11:00,22:00,11:00,22:30,10:00,21:30,10:00,21:30,60134,false,true
Stubborn German Brewing Co,Micro,www.stubborngermanbrewing.com,Waterloo,IL,119 S Main St,47.6552,-117.428,Chris and Tammy,Rahn,BREWERY_OWNER,stubborngermanbrewing@gmail.com,(618) 504-2444,https://www.facebook.com/stubborngermanbrewingcompanywaterlooil/,https://twitter.com/1stubborngerman?lang=en,https://www.instagram.com/stubborngermanbrewingwaterloo/,falseInfo,falseInfo,16:30,22:00,16:30,22:00,16:30,22:00,15:00,22:00,12:00,22:00,12:00,18:00,62298,false,true
Tangled Roots Brewing Company,Taproom,www.tangledrootsbrewingco.com,Ottawa,IL,130 E Madison St,47.74474,-122.172,Keith,Pearse,BREWERY_OWNER,marketing@trbevco.com,(815) 324-9549,https://www.facebook.com/tangledrootsbrewingco/,https://twitter.com/TRBrewingCo,https://www.instagram.com/tangledrootsbrewingcompany/,falseInfo,falseInfo,11:00,23:00,11:00,21:00,11:00,23:00,11:00,24:00,11:00,01:00,10:00,21:00,61350,true,true
Tangled Roots Brewing Company - Lock & Mule,Brewpub,https://tangledrootsbrewingco.com/,Lockport,IL,1025 S State St.,45.58549,-122.406,Amber,Auten,BREWERY_MANAGER,marketing@trbevco.com,(815) 526-0825,https://web.facebook.com/LockAndMule/,,https://www.instagram.com/tangledrootsbrewingcompany/,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,23:00,11:00,23:00,11:00,21:00,60441,false,true
"Temperance Beer Company, LLC",Micro,www.temperancebeer.com,Evanston,IL,2000 Dempster St,48.74734,-122.482,Josh,Gilbert,BREWERY_OWNER,josh@temperancebeer.com,(847) 864-1000,https://www.facebook.com/TemperanceBeer/,https://twitter.com/temperancebeer,https://www.instagram.com/temperancebeer/,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,12:00,22:00,60202,true,true
Ten Ninety Brewing Co,Micro,www.ten-ninety.com,Glenview,IL,1025 Waukegan Rd,47.24113,-122.255,Andy,Smith,BREWERY_OWNER,info@ten-ninety.com,(224) 432-5472,https://www.facebook.com/tenninety,https://twitter.com/ten90brewing,https://www.instagram.com/ten90brewing/,falseInfo,falseInfo,16:00,22:00,16:00,22:00,16:00,22:00,16:00,23:00,12:00,23:00,12:00,18:00,60025,false,true
The Hop Brewery,Brewpub,www.thehopbrewery.com,Christopher,IL,203 W Market St,45.7082,-122.647,Adam,Porter,BREWERY_OWNER,BREWERY_MANAGER@thehopbrewery.com,(866) 724-4677,https://www.facebook.com/TheHopBrewery/,,https://www.instagram.com/thehopbrewery/,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,17:00,20:00,14:00,20:00,falseInfo,falseInfo,62822,false,true
The Life On Marz Community Club,Taproom,https://www.lifeonmarz.club/,Chicago,IL,1950 N Western Ave,47.78445,-122.308,Adi/Charlie,Goodrich/Vinz,BREWERY_OWNER,Holla@marzbrewing.com,,https://web.facebook.com/LifeonMarzClub/,https://twitter.com/marzbrewing,http://www.instagram.com/marzbrewing,falseInfo,falseInfo,16:00,23:00,16:00,23:00,16:00,24:00,12:00,24:00,12:00,20:00,12:00,20:00,60647,false,true
The Old Bakery Beer Company,Brewpub,https://www.oldbakerybeer.com/,Alton,IL,400 Landmarks Blvd,47.61367,-122.351,James/Lauren, Rogalsky/Pattan,BREWERY_OWNER,info@oldbakerybeer.com,(618) 463-1470,https://www.facebook.com/OldBakeryBeer,https://twitter.com/OldBakeryBeer,https://www.instagram.com/oldbakerybeer/,11:30,20:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,21:00,62002,false,true
The Perch,Brewpub,https://www.theperchchicago.com/,Chicago,IL,"1932 West Division,",47.6624,-122.371,Amy,Jackson,BREWERY_OWNER,theperch@4srg.com,(773) 486-2739,https://www.facebook.com/theperchchicago,,https://www.instagram.com/theperchchicago/,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,22:00,10:00,22:00,10:00,21:00,60622,false,true
Tighthead Brewing Co,Micro,www.tightheadbrewing.com,Mundelein,IL,161 N Archer Ave,47.02605,-122.934,Bruce ,Dir,BREWERY_OWNER,info@tightheadbrewing.com,(847) 970-9174,https://www.facebook.com/TightheadBrewing,https://twitter.com/TightHeadBrew,https://www.instagram.com/tightheadbrew/,14:00,22:00,14:00,22:00,14:00,22:00,14:00,22:00,12:00,23:00,12:00,23:00,12:00,18:00,60060,true,true
Trail's Edge Brewing Co.,Brewpub,http://www.trailsedgebrewery.com/,Frankfort,IL,20 Kansas St.,47.63074,-122.374,Mary Ann,Ridings,BREWERY_OWNER,Ken@trailsedgebrewing.com,(815) 277-2502,https://www.facebook.com/trailsedgebrew/,https://twitter.com/TrailsEdgeBrew,https://www.instagram.com/trailsedgebrew/,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,22:00,11:00,22:00,11:00,21:00,60423,false,true
Tribe Beer Brewery & Taproom On Front Street,Micro,www.tribesbeercompany.com,Mokena,IL,11120 Front St,47.80193,-122.576,Niall,Freyne,BREWERY_OWNER,info@tribesalehouse.com,(708) 995-1361,https://www.facebook.com/TribesBeerCompany/,https://twitter.com/tribesbeerco,https://www.instagram.com/tribesbeerco/,14:00,22:00,14:00,22:00,14:00,22:00,14:00,22:00,12:00,24:00,12:00,24:00,12:00,21:00,60448,false,true
Triptych Brewing,Taproom,www.triptychbrewing.com,Savoy,IL,1703 Woodfield Dr,47.7535,-117.398,Anthony,Benjamin,BREWERY_OWNER,triptychbrewing@gmail.com,(779) 232-3376,https://www.facebook.com/triptychbrewing,https://twitter.com/triptychbrewing,https://www.instagram.com/triptychbrewing/?hl=en,15:00,21:00,15:00,21:00,falseInfo,falseInfo,15:00,22:00,12:00,23:00,12:00,23:00,12:00,20:00,61874,false,true
Twisted Hippo,Brewpub,https://www.twistedhippo.com/,Chicago,IL,417 N. Ashland Ave ,47.81523,-122.109,Marilee and Kart,Rutherford,BREWERY_OWNER,info@twistedhippo.com,,https://www.facebook.com/TwistedHippoBrewing,https://twitter.com/twisted_hippo,https://www.instagram.com/twistedhippo/,falseInfo,falseInfo,15:00,22:00,15:00,22:00,15:00,22:00,12:00,23:00,12:00,23:00,12:00,21:00,60625,false,true
Two Brothers Brewing Co,Regional,www.TwoBrothersBrewing.com,Warrenville,IL,30W315 Calumet Ave W,45.61574,-122.493,Jim and Jason,Ebel,BREWERY_OWNER,info@twobrothersbrewing.com,(630) 393-4800,https://www.facebook.com/TwoBrothersBrewing,https://twitter.com/TwoBrothersBeer,https://www.instagram.com/twobrothersbrewingcompany/,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,60555,true,true
Uncommon Ground,Taproom,https://www.uncommonground.com/,Chicago,IL,3810 N Clark St,46.97578,-123.886,Michael and Helen,Cameron,BREWERY_OWNER,info@uncommonground.com,(773) 929-3680,https://www.facebook.com/UncommonGroundLakeview/,https://twitter.com/uncommongrd,https://www.instagram.com/uncommongroundchi/,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,22:00,10:00,22:00,10:00,20:00,60613,false,true
Une Annee Brewery,Taproom,www.uneannee.com,Niles,IL,6343 Gross Point Rd,46.20554,-119.771,Jerry,Nelson,BREWERY_OWNER,info@uneannee.com,(847) 635-0655,https://www.facebook.com/UneAnneeBrewery,https://twitter.com/UneAnnee,https://www.instagram.com/uneannee/,12:00,22:00,falseInfo,falseInfo,12:00,22:00,12:00,22:00,12:00,23:00,12:00,23:00,12:00,20:30,60714,false,true
Urban Forest Craft Brewing,Taproom,http://www.urbanforestcraftbrewing.com/,Rockford,IL,6551 E Riverside Blvd.,47.5958,-120.66,Alex/Heath,Cando/Meyers,BREWERY_MANAGER,alex@urbanforestcraftbrewing.com,(779) 256-2978,http://www.facebook.com/urbanforestcraftbrewing,https://twitter.com/UrbanForestBeer,http://instagram.com/urbanforestbeer,falseInfo,falseInfo,falseInfo,falseInfo,17:00,22:00,17:00,22:00,15:00,22:00,12:00,22:00,14:00,20:00,61114,true,true
Village Vintner Winery & Brewery,Brewpub,www.thevillagevintner.com,Algonquin,IL,2380 Esplanade Dr Ste 100,46.3177,-119.295,Steve/Sandy,Boyer/Hennin,BREWERY_OWNER,sboyer@thevillagevintner.com,,https://www.facebook.com/VillageVintner/?fref=ts,https://twitter.com/VillageVin,https://www.instagram.com/villagevintner/?hl=en,falseInfo,falseInfo,16:00,21:30,16:00,21:30,16:00,21:30,12:00,22:30,12:00,22:30,12:00,21:30,60102,false,true
Von Jakob Winery,Brewpub,www.vonjakob.com,Alto Pass,IL,230 Illifalseis Hwy 127,47.48753,-117.575,Paul and Rhoda,Jacobs,BREWERY_OWNER,info@vonjakobvineyard.com,(618) 893-4600,https://www.facebook.com/vonjakobvineyard,https://twitter.com/VonJakobWinery,https://www.instagram.com/vonjakobwinery/,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,11:00,18:00,11:00,20:00,11:00,21:00,11:00,18:00,62905,false,true
Wake Brewing,Taproom,www.wakebrewing.com,Rock Island,IL,2529 5th Avenue,47.65474,-117.431,Jason and Justen,Parris,BREWERY_OWNER,wakebrewing@gmail.com,(309) 558-0878,https://www.facebook.com/wakebrewing/,https://twitter.com/WakeBrewing?s=09,https://www.instagram.com/wakebrewing/?hl=en,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,12:00,22:00,12:00,22:00,12:00,20:00,61201,false,true
Werk Force Brewing Co,Brewpub,www.werkforcebrewing.com,Plainfield,IL,14903 S Center St # 107,48.70263,-122.915,Brandon,Wright,BREWERY_OWNER,info@werkforcebrewing.com,(815) 531-5557,https://www.facebook.com/werkforcebrewingco,https://twitter.com/werkforcebrew,https://www.instagram.com/werkforcebrewing/,falseInfo,falseInfo,falseInfo,falseInfo,12:00,22:00,12:00,22:00,11:00,22:00,11:00,22:00,11:00,19:00,60544,true,true
Whiner Beer Company,Micro,www.whinerbeer.com,Chicago,IL,1400 W 46th St,47.5349,-122.306,Ria/Brian,Neri/Taylor,BREWERY_OWNER,ria@whinerbeer.com,(773) 475-6189,https://www.facebook.com/whinerbeer/,https://twitter.com/whinerbeer,https://www.instagram.com/whinerbeer/,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,16:00,23:00,12:00,23:00,13:00,20:00,60609,false,true
Whiskey Hill Brewing,Taproom,https://www.whiskeyhillbrewing.com/,Westmont,IL,1115 Zygmunt Cir.,46.588,-123.273,Matt/Rob,Weil/Salerfalse,BREWERY_OWNER,greatbeer@whiskeyhillbrewing.com,(630) 324-6613,https://www.facebook.com/WhiskeyHillBrewingCompany/,,https://www.instagram.com/whiskeyhillbrewing/,falseInfo,falseInfo,16:00,22:00,16:00,22:00,16:00,22:00,12:00,22:00,12:00,22:00,14:00,21:00,60559,false,true
White Oak Brewing,Taproom,www.WhiteOak.beer,falsermal,IL,1801 Industrial Park Dr,48.7602,-122.465,Bryan/Scott,Ballard/Scherer,BREWERY_OWNER,whiteoakbeer@gmail.com,(309) 828-4077,https://www.facebook.com/WhiteOakBrewing,https://twitter.com/whiteoakbeer,https://www.instagram.com/whiteoakbrewing/,15:00,19:00,15:00,21:00,15:00,21:00,15:00,21:00,15:00,22:00,13:00,22:00,13:00,19:00,61761,false,true
White Rooster Farmhouse Brewery,Taproom,https://www.whiteroosterfarmhousebrewery.com/,Sparta,IL,113 W Jackson St.,48.75739,-122.454,Michael/Eric/Chris Van,Deutschmann/Ogilvie/Horn,BREWERY_OWNER,eogilvie@whiteroosterfarmhousebrewery.com,(618) 449-2077,https://facebook.com/whiteroosterfhb/,https://twitter.com/whiteroosterfhb,https://instagram.com/whiteroosterbrewing/,falseInfo,falseInfo,falseInfo,falseInfo,16:00,21:00,16:00,21:00,16:00,22:00,12:00,22:00,12:00,18:00,62286,false,true
Wild Onion Brewing Co.,Micro,www.onionpub.com,Lake Barrington,IL,22221 N Pepper Rd,48.74798,-122.485,Jennifer and Joe,Kainz,BREWERY_OWNER,wildonionsales@gmail.com,(847) 381-7308,https://www.facebook.com/WildOnionBrewery/,https://twitter.com/wildonion21?lang=en,https://www.instagram.com/wildonionbrewery/?hl=en,falseInfo,falseInfo,falseInfo,falseInfo,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,20:00,60010,true,true
Will County Brewing Company,Taproom,https://shop.willcountybrew.com/,Shorewood,IL,1142 W Jefferson St,48.3921,-122.496,"Jamie, James and Eric",Albert,BREWERY_OWNER,info@willcountybrew.com,(815) 582-4157,https://web.facebook.com/willcountybrew,https://twitter.com/willcountybrew,https://www.instagram.com/willcountybrew/,15:00,22:00,15:00,22:00,15:00,22:00,15:00,22:00,15:00,23:00,12:00,23:00,12:00,20:00,60404,false,true
Wishful Acres Farm and Brewery,Taproom,www.wishfulacresfarm.com,Lena,IL,4679 N Flansburg Rd,47.66148,-122.32,Nate and Penny,Peterson,BREWERY_OWNER,wishfulacres@gmail.com,(815) 990-2380,https://www.facebook.com/WishfulAcresFarm,,,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,13:00,19:00,13:00,17:00,falseInfo,falseInfo,61048,true,true
Wolfden Brewing Company,Brewpub,www.wolfdenbrewing.com,Bloomingdale,IL,112 W Lake St,46.26978,-118.149,Katie and Krystov,Wolf,BREWERY_OWNER ,Katie@wolfdenbrewing.com,(847) 610-5117,https://www.facebook.com/wolfdenbrewing/,https://twitter.com/wolfdenbrewco?lang=en,https://www.instagram.com/wolfdenbrewco/,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,16:00,22:00,14:00,23:00,12:00,23:00,12:00,19:00,60108,false,true
Zum Bier,Micro,www.zumbier.com,Waukegan,IL,3232 E Monroe St,48.01657,-122.064,Larry,Bloom,BREWERY_OWNER,ZumBierBrewer@gmail.com,(847) 420-7313,https://www.facebook.com/ZumBier,https://twitter.com/zumbiermon,https://www.instagram.com/zumbierbrewing/,falseInfo,falseInfo,falseInfo,falseInfo,16:00,21:00,16:00,21:00,03:00,22:00,14:00,22:00,13:00,18:00,60085,false,true
10-56 Brewing Company,Brewpub,https://www.1056brew.com/,Kfalsex,IN,2120 S US Hwy 35,47.69808,-122.346,Erica,Hemphill,BREWERY_OWNER,1056brewing@gmail.com,(574) 772-7238,https://www.facebook.com/1056brewing/,https://twitter.com/1056brewing,https://www.instagram.com/10_56brewing/,falseInfo,falseInfo,falseInfo,falseInfo,16:00,20:00,16:00,20:00,12:00,22:00,12:00,22:00,12:00,16:00,46534,true,true
18th Street Brewery,Micro,www.18thstreetbrewery.com,Gary,IN,5725 Miller Ave,45.62517,-122.674,Drew,Fox,BREWERY_OWNER,drewfox@18thstreetbrewery.com,(219) 427-0019,https://web.facebook.com/18thStreetBrewery,https://twitter.com/18thStreetBrew,https://www.instagram.com/18thstreetbrewery/,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,16:00,22:00,12:00,23:00,12:00,23:00,12:00,18:00,46403,true,true
18th Street Brewery,Micro,www.18thstreetbrewery.com,Hammond,IN,5417 Oakley Ave,47.1526,-122.072,Drew,Fox,BREWERY_OWNER,drewfox@18thstreetbrewery.com,(219) 803-0820,https://web.facebook.com/18thStreetBrewery,https://twitter.com/18thStreetBrew,https://www.instagram.com/18thstreetbrewery/,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,22:00,11:00,22:00,11:00,18:00,46320,true,true
2Toms Brewing Company,Taproom,https://2tomsbrewing.com/,Fort Wayne,IN,3676 Wells Street,47.6648,-122.369,Tom,Carpenter,BREWERY_OWNER,info@2tomsbrewing.com,(260) 446-6246,https://web.facebook.com/2TomsBrewingCompany,,https://www.instagram.com/2tomsbrewingcompany,falseInfo,falseInfo,falseInfo,falseInfo,16:00,22:00,16:00,22:00,12:00,22:00,12:00,22:00,12:00,18:00,46808,false,true
450 falserth Brewing Company,Brewpub,www.450falserthbrewing.com,Columbus,IN,8111 E 450 N,47.32633,-122.01,DavId,Simmons,BREWERY_OWNER,info@450falserthbrewing.com,(812) 546-0091,https://web.facebook.com/450falserthbrewingcompany/,https://twitter.com/450falserth,https://www.instagram.com/450falserthbrewing/,falseInfo,falseInfo,11:00,21:00,falseInfo,falseInfo,11:00,21:00,11:00,22:00,11:00,22:00,11:00,21:00,47203,false,true
5 Arch Brewing,Micro,https://www.5archbrewing.com/,Centerville,IN,129 E Main Street,47.66374,-122.103,Kyle & Mynde Turner/Scott & Erica/Jake & MaryAnn,Turner/Laster/Waltz,BREWERY_OWNER,info@5archbrewing.com,(765) 755-0055,https://www.facebook.com/5archbrewing,,https://www.instagram.com/5archbrewing,falseInfo,falseInfo,falseInfo,falseInfo,11:30,21:00,11:30,21:00,11:30,22:00,12:00,22:00,14:00,20:00,47330,true,true
7 Pillars Brewing Company,Brewpub,,Peru,IN,20 E 5th Street,47.55066,-122.318,Chad and Lindsey/Jason and Allison,Pattison/McClure,BREWERY_OWNER ,,(765) 919-4300,https://www.facebook.com/5archbrewing,,https://www.instagram.com/7pillarsbrewingco/,falseInfo,falseInfo,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,16:00,21:00,falseInfo,falseInfo,46970,false,true
Afterburner Brewing Company,Micro,https://www.afterburnerbrewing.com/,Terre Haute,IN,"629 S 9th St,",47.69915,-122.181,Dustin,Strole,BREWERY_OWNER,info@afterburnerbrewing.com,(812) 917-0001,https://www.facebook.com/afterburnerbrewing/,https://twitter.com/Afterburnerbrew,https://www.instagram.com/afterburnerbrewing/,falseInfo,falseInfo,falseInfo,falseInfo,15:00,21:00,15:00,21:00,15:00,21:00,12:00,21:00,13:00,18:00,47807,true,true
Auburn Brewing Company,Taproom,https://www.auburnbrewing.com/,Aurora,IN,309 N Main Street ,47.68824,-122.265,Josh and Emma,Metcalf,BREWERY_OWNER,auburnbrewingcompany@gmail.com,(260) 333-7468,https://www.facebook.com/auburnbrewing/,,https://www.instagram.com/auburnbrewingcompany/,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,falseInfo,16:00,21:00,16:00,22:00,13:00,22:00,13:00,19:00,46706,false,true
Backstep Brewing Company,Micro,www.backstepbrewingcompany.com,Crawfordsville,IN,125 N Green St,47.66267,-122.371,Jim/Pat,Boros/Pennington,BREWERY_OWNER,pat@backstepbrewing.com,(765) 230-2337,https://web.facebook.com/backstepbrewing/,,https://www.instagram.com/backstepbrewingcompany,falseInfo,falseInfo,falseInfo,falseInfo,16:00,21:00,16:00,21:00,16:00,23:00,16:00,23:00,falseInfo,falseInfo,47933,true,true
Bad Dad Brewery,Micro,www.baddadbrewery.com,Fairmount,IN,407 W. Washington St. Ste. C,47.94492,-117.476,Barry,Howard,BREWERY_OWNER,patrick@baddadbrewery.com,(765) 948-4193,https://web.facebook.com/baddadbrewery/,,https://www.instagram.com/baddadbrewing/,falseInfo,falseInfo,falseInfo,falseInfo,17:00,21:00,17:00,21:00,17:00,22:00,16:00,22:00,15:00,19:30,46928,false,true
Bare Hands Brewery,Taproom,https://www.barehandsbrewery.com/,Granger,IN,12804 Sandy Ct,46.9707,-122.885,Chris,Gerald,BREWERY_OWNER,chris@barehandsbrew.com,(574) 277-2258,http://www.facebook.com/barehandsbrew,https://twitter.com/Barehandsbrew,https://www.instagram.com/barehandsbrew/,16:00,22:00,16:00,22:00,16:00,22:00,16:00,22:00,12:00,24:00,12:00,24:00,12:00,19:00,46530,false,true
Beaver Street Tap Room,Brewpub,,Corydon,IN, 109 E Beaver St,47.76266,-122.208,,,BREWERY_MANAGER,,(812) 225-5141,https://web.facebook.com/beaverstreettaproom/,,,16:00,23:00,11:00,22:00,11:00,22:00,16:00,23:00,11:00,23:00,11:00,23:00,16:00,21:00,47112,false,true
Beech Bank Brewing Company,Taproom,http://www.beechbankbrewing.com/,Beech Grove,IN,301 Main St,45.6222,-122.506,David,Farris,BREWERY_OWNER,info@beechbankbrewing.com,(317) 552-2791,https://www.facebook.com/BeechBankBrewing/,,https://www.instagram.com/beechbankbrewing/,17:00,22:00,falseInfo,falseInfo,16:00,22:00,16:00,22:00,16:00,22:00,falseInfo,falseInfo,15:00,22:00,46107,false,true
Bier Brewery,Brewpub,https://www.bierbrewery.com/,Carmel,IN,13720 N Meridian St,47.25807,-122.441,Darren and Jerry,Confalser,BREWERY_OWNER,jerry@bierbrewery.com,(317) 564-8565,https://web.facebook.com/BierBreweryfalserth,https://twitter.com/thebierbrewery,https://www.instagram.com/thebierbrewery/,falseInfo,falseInfo,15:00,21:00,15:00,21:00,15:00,21:00,13:00,22:00,12:00,22:00,12:00,20:00,46032,false,true
Bier Brewery and Taproom,Brewpub,www.bierbrewery.com,Indiafalsepolis,IN,5133 E 65th St,46.0181,-122.851,Darren and Jerry,Confalser,BREWERY_OWNER,darren@bierbrewery.com,(317) 253-2437,https://web.facebook.com/The-Bier-Brewery-142149049146462/,https://twitter.com/thebierbrewery?lang=en,https://www.instagram.com/thebierbrewery/,falseInfo,falseInfo,15:00,21:00,15:00,21:00,15:00,21:00,13:00,21:00,12:00,22:00,12:00,19:00,46220,false,true
Big Leaf Brewing,Taproom,www.thesycamorewinery.com,West Terre Haute,IN,1320 Durkees Ferry Rd,47.87775,-122.209,Dustin,Strole,BREWERY_MANAGER,info@bigleafbrewing.com,(812) 281-2187,https://web.facebook.com/thesycamorewinery/,,https://www.instagram.com/thesycamorewinery/,falseInfo,falseInfo,falseInfo,falseInfo,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,falseInfo,falseInfo,47885,false,true
